,age,attrition,businesstravel,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,numcompaniesworked,overtime,performancerating,relationshipsatisfaction,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
1213,28,Yes,Travel Rarely,Research & Development,24,3,Medical,1214,3,Female,3,1,Laboratory Technician,2,Married,1,Unknown,3,3,3,3,3,1,0,0,1995,28111.13,No
1214,49,No,No Travel,Sales,11,4,Other,1215,4,Male,3,2,Sales Executive,4,Single,3,Unknown,3,3,0,1,4,5,0,4,1974,53914.11,Sí
1215,38,No,Travel Frequently,Research & Development,2,2,Medical,1216,3,Male,2,1,Laboratory Technician,2,Married,4,Unknown,3,2,1,4,2,6,0,5,1985,24680.0,No
1216,46,No,Travel Rarely,Research & Development,2,4,Other,1217,3,Female,3,5,Research Director,4,Unknown,7,Unknown,3,3,1,3,3,2,2,2,1977,191324.62,Sí
1217,34,Yes,Travel Frequently,Research & Development,9,4,Life Sciences,1218,4,Female,3,2,Laboratory Technician,1,Unknown,4,Unknown,3,3,1,3,2,7,0,7,1989,53914.11,No
1218,39,No,No Travel,Sales,20,3,Life Sciences,1219,3,Female,3,2,Sales Executive,4,Unknown,2,Unknown,3,4,1,6,3,2,2,2,1984,41270.0,No
1219,26,Yes,Travel Rarely,Human Resources,20,2,Other,1220,4,Male,3,1,Human Resources,2,Married,0,Yes,3,3,0,3,3,5,1,4,1997,21480.0,Sí
1220,54,No,Travel Rarely,Research & Development,7,4,Medical,1221,4,Male,3,2,Research Scientist,4,Married,4,No,3,2,1,2,2,7,1,7,1969,53914.08,No
1221,36,No,Travel Frequently,Human Resources,2,1,Other,1222,2,Female,2,2,Human Resources,4,Unknown,1,No,4,4,0,2,2,10,0,8,1987,38860.0,Sí
1222,32,Yes,Travel Frequently,Research & Development,5,2,Other,1223,1,Male,4,1,Research Scientist,3,Unknown,3,Yes,3,1,0,2,3,4,0,3,1991,28111.13,No
1223,32,No,No Travel,Research & Development,15,4,Other,1224,3,Male,3,2,Healthcare Representative,4,Unknown,5,No,3,2,1,6,3,5,1,2,1991,66669.95999999999,Sí
1224,28,Yes,No Travel,Research & Development,17,3,Other,1225,3,Female,2,1,Laboratory Technician,4,Unknown,5,No,3,1,1,2,2,4,0,3,1995,28111.13,Sí
1225,33,No,No Travel,Research & Development,1,2,Medical,1226,2,Female,2,1,Laboratory Technician,3,Divorced,1,Unknown,3,3,3,2,2,1,0,0,1990,28111.08,No
1226,37,Yes,Travel Rarely,Research & Development,2,2,Other,1227,4,Female,2,1,Laboratory Technician,3,Single,6,Yes,3,2,0,3,3,0,0,0,1986,20900.0,Sí
1227,59,No,Travel Rarely,Research & Development,3,3,Medical,1228,3,Male,4,1,Laboratory Technician,1,Unknown,4,Unknown,3,1,3,3,2,1,0,0,1964,28111.13,Sí
1228,30,No,Travel Rarely,Research & Development,24,1,Life Sciences,1229,4,Female,3,1,Laboratory Technician,3,Divorced,1,Unknown,4,2,1,2,3,1,0,0,1993,28111.08,Sí
1229,22,No,No Travel,Research & Development,16,2,Other,1230,4,Female,4,1,Laboratory Technician,4,Unknown,1,Yes,3,2,2,2,2,1,0,0,2001,28111.13,No
1230,21,No,Travel Rarely,Research & Development,15,2,Other,1231,3,Female,3,1,Research Scientist,4,Single,1,No,3,4,0,6,3,0,0,0,2002,28111.13,Sí
1231,30,No,Travel Rarely,Research & Development,9,2,Medical,1232,4,Female,2,1,Laboratory Technician,3,Unknown,1,Unknown,3,1,0,5,3,10,1,8,1993,28111.13,No
1232,39,Yes,Travel Rarely,Sales,18,3,Technical Degree,1233,18,Female,3,2,Sales Representative,4,Married,3,No,3,3,1,6,4,1,0,0,1984,20860.0,Sí
1233,24,Yes,Travel Rarely,Research & Development,1,3,Other,1234,2,Female,3,1,Research Scientist,4,Unknown,2,Yes,3,1,1,2,3,2,2,0,1999,28111.13,No
1234,35,No,No Travel,Research & Development,4,2,Other,1235,3,Female,3,1,Laboratory Technician,4,Divorced,1,Unknown,3,3,1,3,3,1,0,0,1988,19510.0,Sí
1235,27,No,No Travel,Research & Development,2,4,Life Sciences,1236,4,Male,3,1,Laboratory Technician,1,Divorced,1,Unknown,3,4,1,6,3,1,0,0,1996,28111.13,No
1236,26,Yes,No Travel,Research & Development,25,3,Life Sciences,1237,1,Female,1,1,Laboratory Technician,3,Single,1,Unknown,3,3,0,2,2,1,0,1,1997,28111.08,No
1237,37,No,No Travel,Research & Development,24,2,Life Sciences,1238,2,Female,3,1,Research Scientist,2,Married,4,No,4,1,0,1,3,1,0,0,1986,30220.0,No
1238,35,No,No Travel,Research & Development,46,1,Other,1239,46,Female,4,1,Laboratory Technician,4,Unknown,1,No,3,4,0,2,3,1,0,1,1988,28111.08,Sí
1239,48,Yes,No Travel,Research & Development,1,2,Other,1240,1,Female,2,3,Laboratory Technician,3,Unknown,9,Unknown,3,4,0,2,3,1,0,0,1975,100071.84,No
1240,35,No,No Travel,Research & Development,11,2,Medical,1241,3,Female,2,3,Healthcare Representative,1,Married,2,Yes,3,3,1,3,3,4,2,3,1988,100071.84,Sí
1241,55,No,Travel Rarely,Sales,8,3,Other,1242,4,Male,3,4,Manager,3,Divorced,2,Yes,3,3,3,2,3,5,0,2,1968,153407.07,Sí
1242,45,No,No Travel,Research & Development,7,3,Life Sciences,1243,2,Female,3,3,Research Scientist,1,Unknown,2,No,3,3,1,2,3,1,0,0,1978,97240.0,Sí
1243,36,Yes,No Travel,Research & Development,9,3,Medical,1244,4,Female,2,1,Research Scientist,3,Unknown,0,Unknown,3,1,1,0,2,1,0,0,1987,33880.0,Sí
1244,36,No,Travel Rarely,Research & Development,6,3,Life Sciences,1245,2,Male,4,1,Laboratory Technician,4,Unknown,3,No,3,2,0,3,3,1,0,0,1987,30380.04,Sí
1245,45,No,Travel Rarely,Research & Development,6,4,Other,1246,4,Female,3,3,Research Director,1,Unknown,4,Yes,3,2,0,3,4,0,0,0,1978,100071.84,No
1246,55,No,No Travel,Sales,1,2,Other,1247,1,Female,3,3,Sales Executive,4,Married,3,Unknown,3,4,1,4,3,1,1,0,1968,100071.84,Sí
1247,23,No,No Travel,Sales,2,1,Technical Degree,1248,3,Female,3,1,Sales Representative,1,Divorced,3,No,3,3,1,3,3,0,0,0,2000,23220.0,No
1248,32,No,Travel Rarely,Research & Development,1,1,Life Sciences,1249,4,Female,3,1,Research Scientist,1,Single,1,No,3,4,0,2,3,1,0,0,1991,28111.13,Sí
1249,20,Yes,No Travel,Research & Development,6,3,Life Sciences,1250,4,Male,2,1,Laboratory Technician,4,Single,1,Yes,3,2,0,5,3,1,1,0,2003,29259.96,No
1250,37,No,No Travel,Research & Development,2,2,Life Sciences,1251,3,Female,2,2,Healthcare Representative,4,Divorced,5,No,3,4,1,2,4,1,0,0,1986,53914.11,No
1251,22,No,No Travel,Research & Development,15,3,Other,1252,2,Male,3,1,Laboratory Technician,4,Single,1,No,3,3,0,5,3,0,0,0,2001,28111.13,No
1252,34,No,No Travel,Research & Development,24,4,Life Sciences,1253,24,Male,2,2,Research Scientist,2,Unknown,6,Unknown,3,3,1,3,3,1,0,0,1989,45050.0,Sí
1253,36,No,No Travel,Research & Development,3,2,Life Sciences,1254,1,Male,3,1,Laboratory Technician,4,Divorced,5,Unknown,4,1,1,2,3,1,0,0,1987,28350.0,No
1254,19,Yes,Travel Rarely,Sales,22,1,Marketing,1255,4,Female,3,1,Sales Representative,3,Single,1,Yes,3,4,0,2,2,0,0,0,2004,28111.13,Sí
1255,41,No,No Travel,Research & Development,9,4,Life Sciences,1256,3,Female,3,1,Laboratory Technician,1,Unknown,2,Unknown,4,4,1,2,3,5,1,4,1982,28111.13,Sí
1256,19,No,No Travel,Research & Development,18,1,Other,1257,2,Male,3,1,Laboratory Technician,2,Single,1,No,3,4,0,3,3,1,0,0,2004,28111.13,No
1257,51,No,No Travel,Research & Development,7,4,Other,1258,2,Female,2,2,Manufacturing Director,3,Married,2,No,3,3,0,2,3,1,0,0,1972,53914.11,Sí
1258,58,No,No Travel,Research & Development,9,3,Other,1259,2,Male,2,1,Research Scientist,2,Married,4,Yes,4,2,1,3,2,1,0,0,1965,28111.13,No
1259,19,Yes,Travel Frequently,Sales,1,1,Other,1260,3,Male,1,1,Sales Representative,1,Unknown,0,No,4,1,0,5,3,0,0,0,2004,28111.13,Sí
1260,19,Yes,Travel Rarely,Research & Development,2,3,Life Sciences,1261,2,Female,2,1,Laboratory Technician,4,Single,1,Unknown,4,3,0,3,2,1,1,0,2004,28111.13,Sí
1261,35,Yes,Travel Rarely,Research & Development,23,2,Other,1262,2,Female,2,2,Manufacturing Director,3,Unknown,3,Yes,3,1,0,1,3,1,0,1,1988,53914.11,Sí
1262,38,No,Travel Rarely,Research & Development,38,4,Other,1263,4,Female,3,2,Manufacturing Director,3,Unknown,9,Unknown,3,2,0,3,3,1,0,0,1985,65530.0,No
1263,38,Yes,No Travel,Research & Development,29,1,Medical,1264,2,Female,3,2,Healthcare Representative,1,Married,7,Yes,3,2,0,2,3,1,0,0,1985,66730.0,No
1264,41,No,No Travel,Sales,6,3,Life Sciences,1265,4,Male,3,3,Manager,4,Single,3,Yes,3,3,0,3,3,1,0,0,1982,135910.0,No
1265,59,No,Travel Rarely,Research & Development,3,3,Life Sciences,1266,3,Female,2,1,Research Scientist,4,Married,3,Unknown,3,1,1,6,3,1,0,0,1964,21770.0,Sí
1266,50,No,Travel Rarely,Sales,1,4,Medical,1267,4,Male,3,5,Manager,4,Divorced,3,No,3,3,1,3,2,7,0,6,1973,195170.0,No
1267,41,No,Travel Rarely,Research & Development,19,2,Life Sciences,1268,3,Female,3,2,Research Scientist,1,Divorced,2,Unknown,3,1,2,2,2,1,0,0,1982,53914.11,Sí
1268,45,No,No Travel,Sales,1,3,Other,1269,3,Female,4,5,Manager,4,Unknown,0,Unknown,3,3,1,2,3,24,1,7,1978,192020.0,No
1269,37,Yes,No Travel,Research & Development,10,3,Medical,1270,1,Female,3,3,Manufacturing Director,3,Unknown,6,No,3,2,2,5,3,1,0,0,1986,100480.0,Sí
1270,51,No,No Travel,Research & Development,38,3,Other,1271,3,Female,3,1,Research Scientist,4,Married,1,No,3,2,0,0,2,1,0,0,1972,27230.0,Sí
1271,28,Yes,Travel Rarely,Research & Development,2,4,Life Sciences,1272,1,Female,3,1,Laboratory Technician,3,Single,2,Unknown,3,3,0,5,1,0,0,0,1995,28111.13,No
1272,29,No,Travel Rarely,Sales,2,3,Medical,1273,1,Female,2,2,Sales Executive,2,Married,2,No,3,2,2,2,3,0,0,0,1994,66440.0,Sí
1273,31,No,Travel Rarely,Research & Development,23,3,Medical,1274,2,Female,2,2,Healthcare Representative,4,Unknown,0,No,3,2,1,2,3,9,7,8,1992,53914.11,Sí
1274,38,No,Travel Rarely,Sales,7,2,Medical,1275,1,Male,4,2,Sales Executive,1,Unknown,1,Yes,4,3,1,3,3,8,7,7,1985,56050.0,No
1275,44,Yes,Travel Frequently,Research & Development,12,3,Life Sciences,1276,12,Female,3,1,Laboratory Technician,3,Unknown,3,Yes,4,4,1,0,1,1,0,0,1979,31610.0,Sí
1276,36,No,No Travel,Research & Development,3,3,Technical Degree,1277,3,Female,3,2,Research Scientist,2,Single,4,Unknown,3,4,0,2,3,8,7,7,1987,53914.11,Sí
1277,18,Yes,No Travel,Research & Development,3,3,Other,1278,3,Female,3,1,Laboratory Technician,3,Single,1,No,3,3,0,2,3,0,0,0,2005,14199.96,Sí
1278,36,No,No Travel,Research & Development,18,4,Life Sciences,1279,3,Female,4,1,Laboratory Technician,4,Married,4,No,3,4,2,2,3,1,0,0,1987,28111.13,Sí
1279,18,No,No Travel,Sales,10,3,Other,1280,4,Male,2,1,Sales Representative,3,Unknown,1,No,3,1,0,2,3,0,0,0,2005,12000.0,No
1280,39,Yes,Travel Rarely,Sales,3,2,Other,1281,4,Male,3,2,Sales Executive,3,Married,4,Yes,3,1,0,3,2,1,0,0,1984,52380.0,Sí
1281,43,No,Travel Rarely,Research & Development,15,3,Other,1282,15,Male,3,3,Healthcare Representative,1,Married,8,No,3,1,1,1,2,1,0,0,1980,99850.0,Sí
1282,47,No,Travel Frequently,Sales,4,1,Medical,1283,2,Female,3,2,Sales Representative,3,Unknown,3,No,3,1,0,3,3,0,0,0,1976,53914.11,No
1283,42,No,Travel Rarely,Research & Development,23,5,Other,1284,1,Male,3,4,Research Director,4,Single,2,No,3,2,0,2,3,1,0,0,1981,159920.0,No
1284,32,No,No Travel,Research & Development,2,3,Other,1285,3,Male,3,1,Laboratory Technician,2,Married,1,No,3,3,1,4,3,8,0,7,1991,23700.0,Sí
1285,48,No,Travel Rarely,Sales,29,1,Medical,1286,1,Male,3,3,Manager,3,Married,3,Unknown,4,2,1,3,1,0,0,0,1975,100071.84,Sí
1286,42,No,Travel Rarely,Research & Development,2,4,Other,1287,1,Female,2,2,Healthcare Representative,4,Unknown,3,Unknown,4,2,0,6,3,1,0,0,1981,67810.0,No
1287,36,No,No Travel,Sales,1,5,Medical,1288,4,Male,3,2,Sales Executive,4,Unknown,4,Unknown,3,2,0,6,3,1,0,0,1987,66530.04000000001,Sí
1288,33,Yes,Travel Rarely,Sales,5,3,Marketing,1289,4,Male,3,1,Sales Representative,3,Single,1,Unknown,3,2,0,2,3,1,0,0,1990,28510.0,No
1289,46,No,No Travel,Research & Development,7,4,Medical,1290,3,Male,3,2,Manufacturing Director,3,Married,2,Unknown,3,3,0,2,4,1,0,0,1977,52580.0,Sí
1290,21,Yes,Travel Rarely,Sales,12,3,Life Sciences,1291,3,Male,4,1,Sales Representative,2,Single,1,Unknown,3,4,0,0,3,1,0,0,2002,28111.08,No
1291,30,No,No Travel,Sales,2,1,Technical Degree,1292,3,Female,3,1,Sales Representative,2,Unknown,1,Unknown,3,1,1,3,3,1,0,0,1993,24759.96,Sí
1292,30,Yes,Travel Frequently,Research & Development,4,3,Other,1293,3,Female,3,1,Research Scientist,4,Single,9,Yes,4,3,0,4,3,1,0,0,1993,22850.0,No
1293,32,No,Travel Rarely,Research & Development,10,4,Other,1294,3,Female,3,2,Manufacturing Director,2,Single,2,Unknown,3,4,0,2,2,1,0,1,1986,41970.0,Sí
1294,40,No,Travel Rarely,Research & Development,2,3,Other,1295,2,Male,2,2,Laboratory Technician,3,Married,6,No,4,2,1,3,3,1,0,0,1983,34479.96,Sí
1295,28,No,Travel Rarely,Research & Development,17,2,Other,1296,3,Female,3,2,Laboratory Technician,1,Unknown,1,Unknown,3,4,1,2,3,10,1,8,1995,45580.0,No
1296,38,No,Travel Frequently,Research & Development,2,2,Other,1297,4,Female,3,1,Laboratory Technician,4,Married,1,Yes,4,3,1,3,3,1,0,0,1985,17020.0,No
1297,19,Yes,No Travel,Human Resources,2,2,Technical Degree,1298,1,Female,2,1,Human Resources,4,Single,1,No,3,3,0,3,4,1,0,0,2004,25640.0,Sí
1298,57,No,Travel Rarely,Sales,29,3,Other,1299,1,Female,2,4,Manager,4,Divorced,3,No,3,3,1,3,2,1,0,0,1966,153407.07,Sí
1299,47,No,Travel Rarely,Research & Development,2,2,Medical,1300,1,Male,3,2,Manufacturing Director,4,Unknown,5,Unknown,3,3,3,2,3,5,0,4,1976,50700.0,Sí
1300,54,No,Travel Rarely,Research & Development,8,4,Life Sciences,1301,3,Male,3,2,Laboratory Technician,3,Single,7,Unknown,3,3,0,3,3,1,0,0,1969,37800.0,No
1301,31,Yes,Travel Frequently,Research & Development,42,3,Other,1302,42,Female,3,3,Healthcare Representative,3,Unknown,3,No,3,1,0,2,3,1,0,0,1992,98240.0,Sí
1302,18,Yes,Travel Frequently,Sales,5,3,Marketing,1303,2,Female,3,1,Sales Representative,2,Unknown,1,Yes,3,4,0,3,3,0,0,0,2005,18780.0,No
1303,40,No,No Travel,Sales,28,3,Other,1304,3,Female,1,3,Sales Executive,1,Unknown,3,No,3,3,1,2,3,1,0,1,1983,100071.84,Sí
1304,26,No,No Travel,Sales,29,2,Other,1305,1,Female,3,2,Sales Executive,3,Unknown,5,Unknown,3,1,2,5,3,0,0,0,1997,53914.11,Sí
1305,26,Yes,Travel Rarely,Research & Development,24,3,Other,1306,3,Female,1,1,Laboratory Technician,4,Single,1,Yes,3,2,0,3,1,1,0,0,1997,23400.0,Sí
1306,38,No,No Travel,Research & Development,10,3,Other,1307,3,Male,3,2,Healthcare Representative,3,Unknown,3,No,3,3,1,4,3,1,0,0,1985,53914.08,Sí
1307,24,No,No Travel,Research & Development,17,2,Other,1308,4,Female,2,1,Laboratory Technician,2,Married,1,No,4,4,1,2,3,1,0,0,1999,21270.0,Sí
1308,30,Yes,Travel Frequently,Sales,12,4,Other,1309,2,Female,2,1,Sales Representative,1,Married,1,No,3,3,1,2,4,1,0,0,1993,20330.0,Sí
1309,37,No,Travel Rarely,Sales,2,3,Marketing,1310,4,Female,3,2,Sales Executive,3,Married,4,Unknown,3,3,1,3,2,3,1,0,1986,96020.0,No
1310,20,No,Travel Rarely,Research & Development,1,3,Life Sciences,1311,4,Male,2,1,Research Scientist,2,Unknown,1,No,3,4,0,0,4,1,0,0,2003,28111.13,Sí
1311,43,No,No Travel,Research & Development,14,4,Other,1312,2,Female,2,4,Research Director,4,Divorced,4,Unknown,3,3,1,3,3,1,0,0,1980,166270.0,No
1312,38,No,No Travel,Research & Development,27,1,Life Sciences,1313,3,Male,3,1,Research Scientist,1,Unknown,3,No,3,4,0,3,2,0,0,0,1985,28111.13,Sí
1313,33,No,No Travel,Sales,8,4,Marketing,1314,3,Female,3,2,Sales Executive,3,Divorced,0,Unknown,3,4,0,3,3,5,1,2,1990,53914.11,No
1314,30,No,No Travel,Research & Development,3,3,Other,1315,3,Male,3,1,Research Scientist,3,Unknown,1,No,4,3,1,2,3,1,0,0,1993,20830.0,No
1315,29,No,No Travel,Sales,44,2,Medical,1316,2,Male,3,2,Sales Executive,3,Unknown,1,No,3,1,1,5,2,6,1,2,1994,53914.11,No
1316,20,Yes,No Travel,Research & Development,10,1,Medical,1317,4,Female,3,1,Research Scientist,3,Single,1,Unknown,3,4,0,5,3,1,1,1,2003,10090.0,Sí
1317,35,No,No Travel,Research & Development,20,3,Other,1318,20,Female,2,1,Laboratory Technician,3,Married,1,No,3,3,2,3,3,1,0,0,1988,28111.08,No
1318,37,No,No Travel,Research & Development,10,2,Life Sciences,1319,4,Female,4,1,Research Scientist,4,Single,3,No,3,1,0,2,3,1,0,0,1986,28111.13,Sí
1319,38,No,No Travel,Research & Development,1,3,Other,1320,3,Male,3,3,Manufacturing Director,3,Single,4,Yes,3,4,0,4,3,1,0,0,1985,78610.0,Sí
1320,29,No,No Travel,Sales,10,3,Other,1321,3,Female,3,1,Sales Representative,3,Single,1,No,3,3,0,6,3,1,0,0,1994,26420.0,No
1321,35,No,No Travel,Research & Development,2,4,Other,1322,4,Male,3,2,Healthcare Representative,1,Divorced,2,No,3,1,1,2,4,1,0,0,1988,53914.11,Sí
1322,38,No,Travel Rarely,Research & Development,2,5,Medical,1323,4,Female,3,1,Research Scientist,3,Married,6,Yes,3,2,1,0,1,1,0,1,1985,28111.08,Sí
1323,34,No,Travel Rarely,Research & Development,8,5,Life Sciences,1324,2,Male,3,2,Manufacturing Director,1,Unknown,3,No,3,3,1,3,3,0,0,0,1989,51210.0,Sí
1324,23,Yes,No Travel,Research & Development,6,3,Life Sciences,1325,3,Female,4,1,Laboratory Technician,1,Unknown,1,Yes,4,3,2,2,3,0,0,0,2000,28111.08,No
1325,24,No,No Travel,Research & Development,9,3,Life Sciences,1326,3,Female,2,1,Laboratory Technician,2,Divorced,1,No,3,3,3,4,3,1,0,0,1999,26940.0,No
1326,29,Yes,Travel Rarely,Research & Development,1,2,Life Sciences,1327,2,Male,2,1,Laboratory Technician,1,Married,1,Unknown,3,4,1,1,3,1,0,0,1994,28111.13,Sí
1327,40,No,Travel Frequently,Research & Development,16,4,Medical,1328,1,Female,2,2,Laboratory Technician,3,Unknown,6,No,3,4,0,6,3,1,0,0,1983,50940.0,Sí
1328,30,No,Travel Rarely,Research & Development,2,3,Other,1329,3,Male,2,2,Manufacturing Director,4,Single,5,Unknown,4,2,0,4,2,0,0,0,1993,53914.11,Sí
1329,45,No,No Travel,Research & Development,2,3,Other,1330,2,Male,2,1,Research Scientist,3,Unknown,1,No,3,4,0,3,3,1,0,0,1978,22740.0,Sí
1330,27,No,No Travel,Research & Development,3,3,Medical,1331,4,Female,3,1,Research Scientist,4,Married,1,Unknown,3,3,3,6,2,0,0,0,1996,28111.13,Sí
1331,37,No,No Travel,Sales,16,4,Marketing,1332,4,Female,2,2,Sales Executive,3,Unknown,4,Unknown,3,4,2,2,3,1,0,0,1986,53914.11,Sí
1332,32,No,No Travel,Research & Development,1,3,Life Sciences,1333,4,Female,3,1,Laboratory Technician,4,Divorced,0,No,3,2,1,2,3,3,0,2,1991,23140.0,Sí
1333,53,No,Travel Rarely,Sales,8,3,Marketing,1334,1,Female,3,4,Sales Executive,4,Married,5,Unknown,3,3,1,3,3,2,2,2,1970,153407.07,Sí
1334,37,No,No Travel,Sales,19,2,Other,1335,19,Female,3,3,Sales Executive,2,Single,1,Yes,3,4,0,2,3,10,0,9,1986,100071.84,No
1335,32,Yes,Travel Rarely,Research & Development,25,4,Other,1336,1,Female,3,1,Laboratory Technician,4,Unknown,1,Unknown,4,3,0,2,1,1,0,1,1991,28111.13,Sí
1336,58,Yes,Travel Frequently,Research & Development,2,1,Other,1337,4,Female,2,1,Laboratory Technician,4,Divorced,9,Unknown,3,4,1,3,2,1,0,0,1965,23800.0,Sí
1337,43,No,Travel Rarely,Research & Development,8,3,Other,1338,1,Male,3,2,Manufacturing Director,2,Divorced,4,No,4,3,1,2,4,1,0,0,1980,53914.11,No
1338,21,Yes,Travel Rarely,Research & Development,18,1,Other,1339,4,Male,3,1,Research Scientist,4,Single,1,No,3,1,0,3,2,1,0,0,2002,28111.13,No
1339,34,No,No Travel,Research & Development,48,3,Life Sciences,1340,48,Female,3,1,Laboratory Technician,2,Unknown,1,No,3,2,2,3,3,1,1,0,1989,20080.0,Sí
1340,58,No,No Travel,Research & Development,5,3,Other,1341,3,Male,2,3,Healthcare Representative,2,Divorced,2,Unknown,3,4,1,3,3,6,0,4,1965,105520.0,No
1341,48,No,No Travel,Research & Development,20,4,Medical,1342,4,Female,3,1,Research Scientist,3,Married,4,Unknown,3,1,2,2,2,0,0,0,1975,22590.0,No
1342,32,No,No Travel,Research & Development,1,3,Life Sciences,1343,3,Male,2,1,Laboratory Technician,2,Married,6,No,3,3,0,3,3,3,0,2,1991,28111.13,Sí
1343,25,Yes,No Travel,Sales,19,2,Marketing,1344,3,Female,2,1,Sales Representative,2,Married,1,Yes,3,3,3,2,3,1,0,0,1998,24130.0,No
1344,40,No,No Travel,Sales,10,4,Marketing,1345,1,Female,2,3,Sales Executive,2,Divorced,2,No,3,2,1,2,2,1,0,0,1983,100071.84,Sí
1345,19,Yes,No Travel,Sales,21,3,Other,1346,4,Female,2,1,Sales Representative,2,Single,1,Yes,3,2,0,3,4,1,0,0,2004,21210.0,No
1346,20,Yes,Travel Rarely,Research & Development,4,3,Technical Degree,1347,1,Female,3,1,Laboratory Technician,1,Single,1,Unknown,3,2,0,2,3,1,0,0,2003,28111.13,No
1347,33,No,Travel Rarely,Research & Development,1,3,Other,1348,2,Male,2,2,Healthcare Representative,4,Unknown,0,Unknown,3,1,0,3,3,5,1,4,1990,53914.11,Sí
1348,58,Yes,Travel Rarely,Research & Development,2,3,Other,1349,4,Female,3,1,Research Scientist,3,Single,4,No,4,1,0,4,3,1,0,0,1965,24790.0,No
1349,40,Yes,No Travel,Sales,24,3,Other,1350,2,Male,4,4,Sales Executive,2,Single,4,Unknown,3,4,0,2,2,1,0,0,1983,131940.0,Sí
1350,29,Yes,Travel Rarely,Research & Development,10,3,Other,1351,4,Male,2,1,Research Scientist,1,Single,6,Yes,4,3,0,5,3,0,0,0,1994,28111.13,Sí
1351,47,No,Travel Rarely,Sales,18,2,Life Sciences,1352,4,Male,3,2,Sales Executive,4,Single,1,Yes,3,3,0,0,3,9,0,7,1976,41630.04,No
1352,18,No,No Travel,Research & Development,5,2,Other,1353,2,Female,3,1,Research Scientist,4,Unknown,1,No,3,4,0,2,3,0,0,0,2005,28111.13,Sí
1353,20,Yes,No Travel,Research & Development,16,3,Medical,1354,4,Male,2,1,Research Scientist,1,Unknown,1,Yes,3,1,0,2,3,1,0,0,2003,26000.0,No
1354,42,No,No Travel,Sales,5,2,Other,1355,4,Female,3,5,Manager,3,Unknown,6,No,3,2,0,3,4,1,0,0,1981,183030.0,Sí
1355,50,No,Travel Rarely,Research & Development,9,3,Other,1356,1,Female,3,1,Laboratory Technician,4,Married,4,No,3,2,0,5,3,1,0,0,1973,23799.96,Sí
1356,37,Yes,Travel Rarely,Research & Development,11,2,Medical,1357,1,Male,1,2,Healthcare Representative,2,Unknown,5,No,3,1,0,2,1,1,0,0,1986,47770.0,Sí
1357,38,No,No Travel,Sales,3,4,Life Sciences,1358,2,Female,3,2,Sales Executive,4,Unknown,8,Yes,3,3,0,1,3,1,0,0,1985,53914.08,No
1358,36,Yes,No Travel,Research & Development,15,3,Other,1359,1,Female,3,2,Laboratory Technician,3,Divorced,7,Unknown,3,2,1,3,2,1,0,0,1987,53914.11,Sí
1359,28,No,Travel Rarely,Sales,10,1,Medical,1360,4,Female,3,1,Sales Representative,2,Married,1,No,4,2,0,5,3,1,0,0,1995,10520.0,Sí
1360,43,No,No Travel,Sales,25,3,Other,1361,3,Female,2,3,Sales Executive,4,Unknown,5,No,3,3,1,5,3,1,0,0,1980,100071.84,Sí
1361,21,Yes,Travel Rarely,Research & Development,10,3,Other,1362,3,Male,2,1,Laboratory Technician,1,Single,1,No,3,1,0,6,2,1,1,0,2002,28111.13,Sí
1362,51,Yes,Travel Rarely,Research & Development,4,4,Other,1363,1,Female,3,1,Research Scientist,3,Married,9,Unknown,3,3,3,2,4,10,2,7,1972,24610.0,No
1363,37,No,No Travel,Sales,10,4,Other,1364,4,Male,2,2,Sales Executive,4,Divorced,2,Yes,3,3,3,5,3,1,0,0,1986,53914.11,No
1364,28,Yes,No Travel,Research & Development,1,3,Medical,1365,1,Female,2,1,Laboratory Technician,2,Divorced,1,No,3,1,2,2,3,1,0,0,1995,25960.0,No
1365,50,Yes,No Travel,Sales,1,4,Other,1366,4,Female,3,2,Sales Executive,3,Single,3,Yes,3,4,0,4,3,0,0,0,1973,47280.0,Sí
1366,34,No,No Travel,Research & Development,3,4,Other,1367,3,Female,2,1,Research Scientist,4,Unknown,3,No,3,4,3,2,3,0,0,0,1989,28111.13,Sí
1367,38,No,Travel Rarely,Sales,2,2,Marketing,1368,4,Female,3,3,Sales Executive,2,Single,7,No,3,3,0,2,3,1,0,0,1985,73510.0,Sí
1368,42,No,No Travel,Research & Development,29,3,Other,1369,2,Female,1,2,Laboratory Technician,4,Unknown,4,Unknown,3,1,0,3,3,1,0,0,1981,53914.11,No
1369,18,Yes,No Travel,Research & Development,8,1,Other,1370,3,Female,3,1,Laboratory Technician,3,Single,1,No,3,4,0,0,3,0,0,0,2005,28111.13,Sí
1370,41,No,No Travel,Research & Development,12,4,Other,1371,2,Female,3,1,Laboratory Technician,4,Unknown,3,Yes,3,1,1,4,3,1,0,0,1982,47660.0,No
1371,35,No,Travel Rarely,Research & Development,1,4,Medical,1372,4,Female,2,1,Laboratory Technician,3,Unknown,6,No,3,2,1,2,3,8,1,7,1988,22580.0,Sí
1372,32,No,No Travel,Sales,2,1,Other,1373,3,Male,3,1,Sales Representative,1,Unknown,1,Unknown,3,3,3,3,3,1,0,0,1991,28270.0,Sí
