,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,relationshipsatisfaction,stockoptionlevel,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
1269,37,Yes,Unknown,1036.6984126984128,Research & Development,10,3,Medical,1270,1,Female,3,3,Manufacturing Director,3,Unknown,8373.33,21770.67,6,No,11,2,2,5,1,0,0,1986,100480.0,Sí
1270,51,No,Unknown,280.94444444444446,Research & Development,38,3,Unknown,1271,3,Female,3,1,Research Scientist,4,Married,2269.17,5899.83,1,No,11,2,0,0,1,0,0,1972,27230.0,Sí
1271,28,Yes,Travel Rarely,290.03550973654063,Research & Development,2,4,Life Sciences,1272,1,Female,3,1,Laboratory Technician,3,Single,2342.59,6090.75,2,Unknown,11,3,0,5,0,0,0,1995,28111.13,No
1272,29,No,Travel Rarely,685.4920634920636,Sales,2,3,Medical,1273,1,Female,2,2,Sales Executive,2,Married,4492.84,14395.33,2,No,19,2,2,2,0,0,0,1994,66440.0,Sí
1273,31,No,Travel Rarely,556.2566609977324,Research & Development,23,3,Medical,1274,2,Female,2,2,Healthcare Representative,4,Unknown,4492.84,11681.39,0,No,21,2,1,2,9,7,8,1992,53914.11,Sí
1274,38,No,Travel Rarely,578.2936507936508,Sales,7,2,Medical,1275,1,Male,4,2,Sales Executive,1,Unknown,4670.83,12144.17,1,Yes,24,3,1,3,8,7,7,1985,56050.0,No
1275,44,Yes,Travel Frequently,326.13492063492066,Research & Development,12,3,Life Sciences,1276,12,Female,3,1,Laboratory Technician,3,Unknown,2634.17,6848.83,3,Yes,22,4,1,0,1,0,0,1979,31610.0,Sí
1276,36,No,Unknown,556.2566609977324,Research & Development,3,3,Technical Degree,1277,3,Female,3,2,Research Scientist,2,Single,4492.84,11681.39,4,Unknown,12,4,0,2,8,7,7,1987,53914.11,Sí
1277,18,Yes,Unknown,146.5079365079365,Research & Development,3,3,Unknown,1278,3,Female,3,1,Laboratory Technician,3,Single,1183.33,3076.67,1,No,13,3,0,2,0,0,0,2005,53914.11,Sí
1278,36,No,Unknown,290.03550973654063,Research & Development,18,4,Life Sciences,1279,3,Female,4,1,Laboratory Technician,4,Married,2342.59,6090.75,4,No,18,4,2,2,1,0,0,1987,28111.13,Sí
1279,18,No,Unknown,123.8095238095238,Sales,10,3,Unknown,1280,4,Male,2,1,Sales Representative,3,Unknown,1000.0,2600.0,1,No,12,1,0,2,0,0,0,2005,12000.0,No
1280,39,Yes,Travel Rarely,540.4285714285714,Sales,3,2,Unknown,1281,4,Male,3,2,Sales Executive,3,Married,4365.0,11349.0,4,Yes,18,1,0,3,1,0,0,1984,52380.0,Sí
1281,43,No,Travel Rarely,1030.1984126984128,Research & Development,15,3,Unknown,1282,15,Male,3,3,Healthcare Representative,1,Married,4492.84,21634.17,8,No,16,1,1,1,1,0,0,1980,99850.0,Sí
1282,47,No,Travel Frequently,556.2566609977324,Sales,4,1,Medical,1283,2,Female,3,2,Sales Representative,3,Unknown,4492.84,11681.39,3,No,19,1,0,3,0,0,0,1976,53914.11,No
1283,42,No,Travel Rarely,1649.968253968254,Research & Development,23,5,Unknown,1284,1,Male,3,4,Research Director,4,Single,4492.84,34649.33,2,No,14,2,0,2,1,0,0,1981,159920.0,No
1284,32,No,Unknown,244.52380952380955,Research & Development,2,3,Unknown,1285,3,Male,3,1,Laboratory Technician,2,Married,1975.0,5135.0,1,No,13,3,1,4,8,0,7,1991,23700.0,Sí
1285,48,No,Travel Rarely,1032.4872861766066,Sales,29,1,Medical,1286,1,Male,3,3,Manager,3,Married,8339.32,21682.23,3,Unknown,21,2,1,3,0,0,0,1975,100071.84,Sí
1286,42,No,Travel Rarely,699.6269841269841,Research & Development,2,4,Unknown,1287,1,Female,2,2,Healthcare Representative,4,Unknown,5650.83,14692.17,3,Unknown,23,2,0,6,1,0,0,1981,67810.0,No
1287,36,No,No Travel,686.4206349206349,Sales,1,5,Medical,1288,4,Male,3,2,Sales Executive,4,Unknown,5544.17,14414.83,4,Unknown,15,2,0,6,1,0,0,1987,53914.11,Sí
1288,33,Yes,Travel Rarely,294.1507936507937,Sales,5,3,Marketing,1289,4,Male,3,1,Sales Representative,3,Single,4492.84,6177.17,1,Unknown,13,2,0,2,1,0,0,1990,28510.0,No
1289,46,No,Unknown,542.4920634920635,Research & Development,7,4,Medical,1290,3,Male,3,2,Manufacturing Director,3,Married,4492.84,11392.33,2,Unknown,14,3,0,2,1,0,0,1977,52580.0,Sí
1290,21,Yes,Travel Rarely,290.03550973654063,Sales,12,3,Life Sciences,1291,3,Male,4,1,Sales Representative,2,Single,2342.59,6090.75,1,Unknown,15,4,0,0,1,0,0,2002,53914.11,No
1291,30,No,Unknown,255.46031746031747,Sales,2,1,Technical Degree,1292,3,Female,3,1,Sales Representative,2,Unknown,2063.33,5364.67,1,Unknown,18,1,1,3,1,0,0,1993,53914.11,Sí
1292,30,Yes,Travel Frequently,235.75396825396828,Research & Development,4,3,Unknown,1293,3,Female,3,1,Research Scientist,4,Single,1904.17,4950.83,9,Yes,23,3,0,4,1,0,0,1993,22850.0,No
1293,32,No,Travel Rarely,433.0238095238095,Research & Development,10,4,Unknown,1294,3,Female,3,2,Manufacturing Director,2,Single,3497.5,9093.5,2,Unknown,12,4,0,2,1,0,1,1986,41970.0,Sí
1294,40,No,Travel Rarely,355.7460317460318,Research & Development,2,3,Unknown,1295,2,Male,2,2,Laboratory Technician,3,Married,2873.33,7470.67,6,No,22,2,1,3,1,0,0,1983,53914.11,Sí
1295,28,No,Travel Rarely,470.26984126984127,Research & Development,17,2,Unknown,1296,3,Female,3,2,Laboratory Technician,1,Unknown,3798.33,9875.67,1,Unknown,12,4,1,2,10,1,8,1995,45580.0,No
1296,38,No,Travel Frequently,175.60317460317464,Research & Development,2,2,Unknown,1297,4,Female,3,1,Laboratory Technician,4,Married,1418.33,3687.67,1,Yes,23,3,1,3,1,0,0,1985,17020.0,No
1297,19,Yes,Unknown,264.53968253968253,Human Resources,2,2,Technical Degree,1298,1,Female,2,1,Human Resources,4,Single,2136.67,5555.33,1,No,12,3,0,3,1,0,0,2004,25640.0,Sí
1298,57,No,Travel Rarely,1582.7713464696226,Sales,29,3,Unknown,1299,1,Female,2,4,Manager,4,Divorced,4492.84,33238.2,3,No,12,3,1,3,1,0,0,1966,153407.07,Sí
1299,47,No,Travel Rarely,523.0952380952382,Research & Development,2,2,Medical,1300,1,Male,3,2,Manufacturing Director,4,Unknown,4492.84,10985.0,5,Unknown,13,3,3,2,5,0,4,1976,50700.0,Sí
1300,54,No,Travel Rarely,390.0,Research & Development,8,4,Life Sciences,1301,3,Male,3,2,Laboratory Technician,3,Single,3150.0,8190.0,7,Unknown,11,3,0,3,1,0,0,1969,37800.0,No
1301,31,Yes,Travel Frequently,1013.5873015873016,Research & Development,42,3,Unknown,1302,42,Female,3,3,Healthcare Representative,3,Unknown,4492.84,21285.33,3,No,12,1,0,2,1,0,0,1992,98240.0,Sí
1302,18,Yes,Travel Frequently,193.7619047619048,Sales,5,3,Marketing,1303,2,Female,3,1,Sales Representative,2,Unknown,4492.84,4069.0,1,Yes,14,4,0,3,0,0,0,2005,18780.0,No
1303,40,No,Unknown,1032.4872861766066,Sales,28,3,Other,1304,3,Female,1,3,Sales Executive,1,Unknown,4492.84,21682.23,3,No,15,3,1,2,1,0,1,1983,100071.84,Sí
1304,26,No,Unknown,556.2566609977324,Sales,29,2,Unknown,1305,1,Female,3,2,Sales Executive,3,Unknown,4492.84,11681.39,5,Unknown,12,1,2,5,0,0,0,1997,53914.11,Sí
1305,26,Yes,Travel Rarely,241.42857142857144,Research & Development,24,3,Unknown,1306,3,Female,1,1,Laboratory Technician,4,Single,1950.0,5070.0,1,Yes,18,2,0,3,1,0,0,1997,53914.11,Sí
1306,38,No,Unknown,556.2566609977324,Research & Development,10,3,Unknown,1307,3,Male,3,2,Healthcare Representative,3,Unknown,4492.84,11681.39,3,No,19,3,1,4,1,0,0,1985,53914.11,Sí
1307,24,No,Unknown,219.4523809523809,Research & Development,17,2,Other,1308,4,Female,2,1,Laboratory Technician,2,Married,1772.5,4608.5,1,No,21,4,1,2,1,0,0,1999,21270.0,Sí
1308,30,Yes,Travel Frequently,209.75396825396828,Sales,12,4,Unknown,1309,2,Female,2,1,Sales Representative,1,Married,1694.17,4404.83,1,No,18,3,1,2,1,0,0,1993,20330.0,Sí
1309,37,No,Travel Rarely,990.6825396825396,Sales,2,3,Marketing,1310,4,Female,3,2,Sales Executive,3,Married,8001.67,20804.33,4,Unknown,11,3,1,3,3,1,0,1986,96020.0,No
1310,20,No,Travel Rarely,290.03550973654063,Research & Development,1,3,Life Sciences,1311,4,Male,2,1,Research Scientist,2,Unknown,2342.59,6090.75,1,No,13,4,0,0,1,0,0,2003,28111.13,Sí
1311,43,No,Unknown,1715.4841269841272,Research & Development,14,4,Other,1312,2,Female,2,4,Research Director,4,Divorced,13855.83,36025.17,4,Unknown,14,3,1,3,1,0,0,1980,166270.0,No
1312,38,No,Unknown,290.03550973654063,Research & Development,27,1,Life Sciences,1313,3,Male,3,1,Research Scientist,1,Unknown,2342.59,6090.75,3,No,17,4,0,3,0,0,0,1985,28111.13,Sí
1313,33,No,Unknown,556.2566609977324,Sales,8,4,Marketing,1314,3,Female,3,2,Sales Executive,3,Divorced,4492.84,11681.39,0,Unknown,12,4,0,3,5,1,2,1990,53914.11,No
1314,30,No,Unknown,214.91269841269843,Research & Development,3,3,Unknown,1315,3,Male,3,1,Research Scientist,3,Unknown,1735.83,4513.17,1,No,20,3,1,2,1,0,0,1993,20830.0,No
1315,29,No,Unknown,556.2566609977324,Sales,44,2,Medical,1316,2,Male,3,2,Sales Executive,3,Unknown,4492.84,11681.39,1,No,14,1,1,5,6,1,2,1994,53914.11,No
1316,20,Yes,Unknown,104.1031746031746,Research & Development,10,1,Medical,1317,4,Female,3,1,Research Scientist,3,Single,84083.0,2186.17,1,Unknown,11,4,0,5,1,1,1,2003,10090.0,Sí
1317,35,No,No Travel,290.03550973654063,Research & Development,20,3,Unknown,1318,20,Female,2,1,Laboratory Technician,3,Married,2342.59,6090.75,1,No,18,3,2,3,1,0,0,1988,53914.11,No
1318,37,No,Unknown,290.03550973654063,Research & Development,10,2,Life Sciences,1319,4,Female,4,1,Research Scientist,4,Single,4492.84,6090.75,3,No,17,1,0,2,1,0,0,1986,28111.13,Sí
1319,38,No,Unknown,811.0555555555557,Research & Development,1,3,Unknown,1320,3,Male,3,3,Manufacturing Director,3,Single,6550.83,17032.17,4,Yes,14,4,0,4,1,0,0,1985,78610.0,Sí
1320,29,No,Unknown,272.5873015873016,Sales,10,3,Unknown,1321,3,Female,3,1,Sales Representative,3,Single,2201.67,5724.33,1,No,11,3,0,6,1,0,0,1994,26420.0,No
1321,35,No,Unknown,556.2566609977324,Research & Development,2,4,Unknown,1322,4,Male,3,2,Healthcare Representative,1,Divorced,4492.84,11681.39,2,No,11,1,1,2,1,0,0,1988,53914.11,Sí
1322,38,No,Travel Rarely,290.03550973654063,Research & Development,2,5,Medical,1323,4,Female,3,1,Research Scientist,3,Married,2342.59,6090.75,6,Yes,13,2,1,0,1,0,1,1985,53914.11,Sí
1323,34,No,Travel Rarely,528.3571428571429,Research & Development,8,5,Life Sciences,1324,2,Male,3,2,Manufacturing Director,1,Unknown,4267.5,11095.5,3,No,14,3,1,3,0,0,0,1989,51210.0,Sí
1324,23,Yes,Unknown,290.03550973654063,Research & Development,6,3,Life Sciences,1325,3,Female,4,1,Laboratory Technician,1,Unknown,2342.59,6090.75,1,Yes,21,3,2,2,0,0,0,2000,53914.11,No
1325,24,No,Unknown,277.95238095238096,Research & Development,9,3,Life Sciences,1326,3,Female,2,1,Laboratory Technician,2,Divorced,2245.0,5837.0,1,No,11,3,3,4,1,0,0,1999,26940.0,No
1326,29,Yes,Travel Rarely,290.03550973654063,Research & Development,1,2,Life Sciences,1327,2,Male,2,1,Laboratory Technician,1,Married,2342.59,6090.75,1,Unknown,11,4,1,1,1,0,0,1994,28111.13,Sí
1327,40,No,Travel Frequently,525.5714285714286,Research & Development,16,4,Medical,1328,1,Female,2,2,Laboratory Technician,3,Unknown,4245.0,11037.0,6,No,14,4,0,6,1,0,0,1983,50940.0,Sí
1328,30,No,Travel Rarely,556.2566609977324,Research & Development,2,3,Unknown,1329,3,Male,2,2,Manufacturing Director,4,Single,4492.84,11681.39,5,Unknown,24,2,0,4,0,0,0,1993,53914.11,Sí
1329,45,No,Unknown,234.6190476190476,Research & Development,2,3,Unknown,1330,2,Male,2,1,Research Scientist,3,Unknown,4492.84,4927.0,1,No,14,4,0,3,1,0,0,1978,22740.0,Sí
1330,27,No,Unknown,290.03550973654063,Research & Development,3,3,Medical,1331,4,Female,3,1,Research Scientist,4,Married,2342.59,6090.75,1,Unknown,11,3,3,6,0,0,0,1996,28111.13,Sí
1331,37,No,Unknown,556.2566609977324,Sales,16,4,Marketing,1332,4,Female,2,2,Sales Executive,3,Unknown,4492.84,11681.39,4,Unknown,19,4,2,2,1,0,0,1986,53914.11,Sí
1332,32,No,Unknown,238.7460317460317,Research & Development,1,3,Life Sciences,1333,4,Female,3,1,Laboratory Technician,4,Divorced,1928.33,5013.67,0,No,12,2,1,2,3,0,2,1991,23140.0,Sí
1333,53,No,Travel Rarely,1582.7713464696226,Sales,8,3,Marketing,1334,1,Female,3,4,Sales Executive,4,Married,4492.84,33238.2,5,Unknown,14,3,1,3,2,2,2,1970,153407.07,Sí
1334,37,No,Unknown,1032.4872861766066,Sales,19,2,Unknown,1335,19,Female,3,3,Sales Executive,2,Single,4492.84,21682.23,1,Yes,13,4,0,2,10,0,9,1986,100071.84,No
1335,32,Yes,Travel Rarely,290.03550973654063,Research & Development,25,4,Unknown,1336,1,Female,3,1,Laboratory Technician,4,Unknown,2342.59,6090.75,1,Unknown,24,3,0,2,1,0,1,1991,28111.13,Sí
1336,58,Yes,Travel Frequently,245.5555555555556,Research & Development,2,1,Unknown,1337,4,Female,2,1,Laboratory Technician,4,Divorced,4492.84,5156.67,9,Unknown,14,4,1,3,1,0,0,1965,23800.0,Sí
1337,43,No,Travel Rarely,556.2566609977324,Research & Development,8,3,Unknown,1338,1,Male,3,2,Manufacturing Director,2,Divorced,4492.84,11681.39,4,No,21,3,1,2,1,0,0,1980,53914.11,No
1338,21,Yes,Travel Rarely,290.03550973654063,Research & Development,18,1,Other,1339,4,Male,3,1,Research Scientist,4,Single,2342.59,6090.75,1,No,19,1,0,3,1,0,0,2002,28111.13,No
1339,34,No,Unknown,207.1746031746032,Research & Development,48,3,Life Sciences,1340,48,Female,3,1,Laboratory Technician,2,Unknown,1673.33,4350.67,1,No,14,2,2,3,1,1,0,1989,20080.0,Sí
1340,58,No,Unknown,1088.6984126984128,Research & Development,5,3,Unknown,1341,3,Male,2,3,Healthcare Representative,2,Divorced,8793.33,22862.67,2,Unknown,13,4,1,3,6,0,4,1965,105520.0,No
1341,48,No,Unknown,233.07142857142856,Research & Development,20,4,Medical,1342,4,Female,3,1,Research Scientist,3,Married,1882.5,4894.5,4,Unknown,17,1,2,2,0,0,0,1975,22590.0,No
1342,32,No,No Travel,290.03550973654063,Research & Development,1,3,Life Sciences,1343,3,Male,2,1,Laboratory Technician,2,Married,2342.59,6090.75,6,No,20,3,0,3,3,0,2,1991,28111.13,Sí
1343,25,Yes,Unknown,248.96031746031747,Sales,19,2,Marketing,1344,3,Female,2,1,Sales Representative,2,Married,4492.84,5228.17,1,Yes,18,3,3,2,1,0,0,1998,24130.0,No
1344,40,No,Unknown,1032.4872861766066,Sales,10,4,Marketing,1345,1,Female,2,3,Sales Executive,2,Divorced,8339.32,21682.23,2,No,12,2,1,2,1,0,0,1983,100071.84,Sí
1345,19,Yes,Unknown,218.8333333333333,Sales,21,3,Other,1346,4,Female,2,1,Sales Representative,2,Single,4492.84,4595.5,1,Yes,13,2,0,3,1,0,0,2004,21210.0,No
1346,20,Yes,Travel Rarely,290.03550973654063,Research & Development,4,3,Technical Degree,1347,1,Female,3,1,Laboratory Technician,1,Single,2342.59,6090.75,1,Unknown,19,2,0,2,1,0,0,2003,28111.13,No
1347,33,No,Travel Rarely,556.2566609977324,Research & Development,1,3,Unknown,1348,2,Male,2,2,Healthcare Representative,4,Unknown,4492.84,11681.39,0,Unknown,14,1,0,3,5,1,4,1990,53914.11,Sí
1348,58,Yes,Travel Rarely,255.7698412698413,Research & Development,2,3,Unknown,1349,4,Female,3,1,Research Scientist,3,Single,4492.84,5371.17,4,No,24,1,0,4,1,0,0,1965,24790.0,No
1349,40,Yes,No Travel,1361.2857142857142,Sales,24,3,Unknown,1350,2,Male,4,4,Sales Executive,2,Single,4492.84,28587.0,4,Unknown,16,4,0,2,1,0,0,1983,131940.0,Sí
1350,29,Yes,Travel Rarely,290.03550973654063,Research & Development,10,3,Unknown,1351,4,Male,2,1,Research Scientist,1,Single,2342.59,6090.75,6,Yes,20,3,0,5,0,0,0,1994,28111.13,Sí
1351,47,No,Travel Rarely,429.515873015873,Sales,18,2,Life Sciences,1352,4,Male,3,2,Sales Executive,4,Single,3469.17,9019.83,1,Yes,17,3,0,0,9,0,7,1976,53914.11,No
1352,18,No,Unknown,290.03550973654063,Research & Development,5,2,Unknown,1353,2,Female,3,1,Research Scientist,4,Unknown,2342.59,6090.75,1,No,15,4,0,2,0,0,0,2005,28111.13,Sí
1353,20,Yes,Unknown,268.25396825396825,Research & Development,16,3,Medical,1354,4,Male,2,1,Research Scientist,1,Unknown,4492.84,5633.33,1,Yes,15,1,0,2,1,0,0,2003,26000.0,No
1354,42,No,Unknown,1888.4047619047624,Sales,5,2,Unknown,1355,4,Female,3,5,Manager,3,Unknown,15252.5,39656.5,6,No,13,2,0,3,1,0,0,1981,183030.0,Sí
1355,50,No,Travel Rarely,245.5555555555556,Research & Development,9,3,Unknown,1356,1,Female,3,1,Laboratory Technician,4,Married,1983.33,5156.67,4,No,18,2,0,5,1,0,0,1973,53914.11,Sí
1356,37,Yes,Travel Rarely,492.8650793650794,Research & Development,11,2,Medical,1357,1,Male,1,2,Healthcare Representative,2,Unknown,3980.83,10350.17,5,No,15,1,0,2,1,0,0,1986,47770.0,Sí
1357,38,No,Unknown,556.2566609977324,Sales,3,4,Life Sciences,1358,2,Female,3,2,Sales Executive,4,Unknown,4492.84,11681.39,8,Yes,12,3,0,1,1,0,0,1985,53914.11,No
1358,36,Yes,Unknown,556.2566609977324,Research & Development,15,3,Unknown,1359,1,Female,3,2,Laboratory Technician,3,Divorced,4492.84,11681.39,7,Unknown,14,2,1,3,1,0,0,1987,53914.11,Sí
1359,28,No,Travel Rarely,108.53968253968254,Sales,10,1,Medical,1360,4,Female,3,1,Sales Representative,2,Married,87667.0,2279.33,1,No,22,2,0,5,1,0,0,1995,10520.0,Sí
1360,43,No,Unknown,1032.4872861766066,Sales,25,3,Unknown,1361,3,Female,2,3,Sales Executive,4,Unknown,4492.84,21682.23,5,No,13,3,1,5,1,0,0,1980,100071.84,Sí
1361,21,Yes,Travel Rarely,290.03550973654063,Research & Development,10,3,Unknown,1362,3,Male,2,1,Laboratory Technician,1,Single,2342.59,6090.75,1,No,13,1,0,6,1,1,0,2002,28111.13,Sí
1362,51,Yes,Travel Rarely,253.91269841269843,Research & Development,4,4,Unknown,1363,1,Female,3,1,Research Scientist,3,Married,4492.84,5332.17,9,Unknown,12,3,3,2,10,2,7,1972,24610.0,No
1363,37,No,Unknown,556.2566609977324,Sales,10,4,Unknown,1364,4,Male,2,2,Sales Executive,4,Divorced,4492.84,11681.39,2,Yes,14,3,3,5,1,0,0,1986,53914.11,No
1364,28,Yes,Unknown,267.8412698412698,Research & Development,1,3,Medical,1365,1,Female,2,1,Laboratory Technician,2,Divorced,4492.84,5624.67,1,No,15,1,2,2,1,0,0,1995,25960.0,No
1365,50,Yes,Unknown,487.8095238095239,Sales,1,4,Unknown,1366,4,Female,3,2,Sales Executive,3,Single,4492.84,10244.0,3,Yes,14,4,0,4,0,0,0,1973,47280.0,Sí
1366,34,No,Unknown,290.03550973654063,Research & Development,3,4,Unknown,1367,3,Female,2,1,Research Scientist,4,Unknown,2342.59,6090.75,3,No,17,4,3,2,0,0,0,1989,28111.13,Sí
1367,38,No,Travel Rarely,758.436507936508,Sales,2,2,Marketing,1368,4,Female,3,3,Sales Executive,2,Single,6125.83,15927.17,7,No,16,3,0,2,1,0,0,1985,73510.0,Sí
1368,42,No,Unknown,556.2566609977324,Research & Development,29,3,Unknown,1369,2,Female,1,2,Laboratory Technician,4,Unknown,4492.84,11681.39,4,Unknown,19,1,0,3,1,0,0,1981,53914.11,No
1369,18,Yes,Unknown,290.03550973654063,Research & Development,8,1,Unknown,1370,3,Female,3,1,Laboratory Technician,3,Single,2342.59,6090.75,1,No,12,4,0,0,0,0,0,2005,28111.13,Sí
1370,41,No,Unknown,491.73015873015873,Research & Development,12,4,Unknown,1371,2,Female,3,1,Laboratory Technician,4,Unknown,3971.67,10326.33,3,Yes,11,1,1,4,1,0,0,1982,47660.0,No
1371,35,No,Travel Rarely,232.968253968254,Research & Development,1,4,Medical,1372,4,Female,2,1,Laboratory Technician,3,Unknown,1881.67,4892.33,6,No,12,2,1,2,8,1,7,1988,22580.0,Sí
1372,32,No,Unknown,291.6746031746032,Sales,2,1,Unknown,1373,3,Male,3,1,Sales Representative,1,Unknown,4492.84,6125.17,1,Unknown,12,3,3,3,1,0,0,1991,28270.0,Sí
1373,22,Yes,Unknown,294.35714285714283,Research & Development,3,4,Life Sciences,1374,3,Female,2,1,Research Scientist,4,Married,2377.5,6181.5,0,Yes,11,2,1,5,0,0,0,2001,28530.0,Sí
1374,44,No,No Travel,236.2698412698413,Research & Development,26,3,Unknown,1375,26,Female,1,1,Research Scientist,3,Single,4492.84,4961.67,2,No,13,4,0,3,0,0,0,1979,22900.0,Sí
1375,41,Yes,No Travel,217.3888888888889,Research & Development,5,2,Life Sciences,1376,1,Female,2,1,Research Scientist,1,Unknown,1755.83,4565.17,6,No,17,1,1,2,1,0,0,1982,21070.0,Sí
1376,40,No,Travel Frequently,556.2566609977324,Sales,2,4,Unknown,1377,2,Female,3,2,Sales Executive,2,Unknown,4492.84,11681.39,5,No,12,4,3,2,0,0,0,1983,53914.11,No
1377,24,Yes,Unknown,228.015873015873,Research & Development,17,2,Life Sciences,1378,4,Male,3,1,Laboratory Technician,2,Unknown,1841.67,4788.33,1,Unknown,13,1,1,3,1,0,0,1999,22100.0,Sí
1378,42,No,Travel Frequently,1360.9761904761906,Research & Development,26,5,Medical,1379,1,Male,3,3,Research Director,1,Married,10992.5,28580.5,3,Yes,17,3,0,6,1,0,0,1981,131910.0,No
1379,49,No,Unknown,1973.9841269841268,Sales,4,2,Medical,1380,1,Female,2,5,Manager,3,Married,4492.84,41453.67,2,Unknown,13,3,1,2,1,0,0,1974,191324.62,Sí
1380,48,No,Travel Rarely,290.03550973654063,Research & Development,2,2,Technical Degree,1381,4,Female,4,1,Laboratory Technician,2,Single,2342.59,6090.75,5,Unknown,11,3,0,4,1,0,0,1975,53914.11,Sí
1381,29,No,Travel Rarely,556.2566609977324,Research & Development,7,3,Unknown,1382,3,Female,3,2,Healthcare Representative,4,Unknown,4492.84,11681.39,1,Unknown,11,2,2,2,6,1,0,1994,53914.11,Sí
1382,48,No,Unknown,1884.4841269841272,Research & Development,1,3,Life Sciences,1383,4,Female,2,5,Research Director,4,Single,15220.83,39574.17,6,No,12,3,0,3,1,0,0,1975,182650.0,Sí
1383,34,No,Unknown,290.03550973654063,Research & Development,20,3,Technical Degree,1384,3,Male,4,1,Research Scientist,3,Unknown,2342.59,6090.75,0,No,17,4,0,5,1,0,0,1989,28111.13,Sí
1384,19,No,Unknown,290.03550973654063,Research & Development,25,3,Life Sciences,1385,2,Male,4,1,Research Scientist,4,Single,2342.59,6090.75,1,Unknown,12,4,0,2,1,0,1,2004,28111.13,Sí
1385,23,No,Unknown,290.03550973654063,Research & Development,1,2,Unknown,1386,4,Female,3,1,Research Scientist,3,Unknown,2342.59,6090.75,1,No,22,4,1,2,1,0,1,2000,28111.13,No
1386,25,Yes,Travel Frequently,115.34920634920636,Sales,32,1,Unknown,1387,3,Female,1,1,Sales Representative,4,Single,93167.0,2422.33,1,Yes,14,4,0,4,1,1,0,1998,53914.11,Sí
1387,42,No,Unknown,244.7301587301588,Research & Development,34,4,Medical,1388,2,Male,4,2,Research Scientist,2,Married,4492.84,5139.33,6,Yes,16,4,0,2,1,0,0,1981,23720.0,No
1388,51,No,Travel Frequently,292.8095238095238,Research & Development,6,2,Medical,1389,2,Male,2,1,Laboratory Technician,3,Single,2365.0,6149.0,0,Unknown,14,2,0,6,7,7,7,1972,28380.0,No
1389,45,No,Travel Frequently,1863.436507936508,Sales,25,3,Medical,1390,2,Male,3,5,Manager,2,Unknown,15050.83,39132.17,3,Unknown,22,3,0,4,0,0,0,1978,180610.0,No
1390,27,No,Unknown,290.03550973654063,Sales,11,3,Medical,1391,3,Male,4,1,Sales Representative,4,Married,2342.59,6090.75,8,Unknown,14,2,1,4,1,0,0,1996,28111.13,Sí
1391,18,No,No Travel,166.21428571428572,Research & Development,1,3,Unknown,1392,4,Male,3,1,Laboratory Technician,4,Single,1342.5,3490.5,1,Unknown,15,3,0,5,0,0,0,2005,16110.0,No
1392,31,Yes,Travel Frequently,290.03550973654063,Sales,2,3,Unknown,1393,3,Male,2,1,Sales Representative,4,Single,2342.59,6090.75,7,No,14,3,0,3,1,0,0,1992,28111.13,Sí
1393,31,Yes,Travel Frequently,290.03550973654063,Sales,1,4,Life Sciences,1394,2,Male,1,1,Sales Representative,3,Single,2342.59,6090.75,1,Unknown,12,2,0,3,1,0,0,1992,28111.13,No
1394,31,Yes,Travel Rarely,290.03550973654063,Research & Development,8,3,Life Sciences,1395,1,Male,2,1,Research Scientist,2,Unknown,2342.59,6090.75,1,Unknown,12,3,0,3,1,0,0,1992,28111.13,No
1395,27,No,Travel Rarely,290.03550973654063,Research & Development,11,1,Life Sciences,1396,2,Female,3,1,Laboratory Technician,1,Married,2342.59,6090.75,0,Unknown,14,2,0,3,5,1,4,1996,28111.13,No
1396,39,Yes,Unknown,290.03550973654063,Research & Development,2,3,Unknown,1397,1,Male,2,1,Laboratory Technician,1,Single,4492.84,6090.75,2,Yes,23,2,0,2,1,0,0,1984,28111.13,Sí
1397,44,No,Travel Frequently,491.936507936508,Sales,1,5,Marketing,1398,1,Male,3,2,Sales Executive,3,Married,3973.33,10330.67,7,Unknown,12,3,1,4,1,0,0,1979,47680.0,No
1398,30,No,Unknown,131.44444444444446,Research & Development,25,3,Unknown,1399,25,Female,3,1,Research Scientist,3,Unknown,4492.84,2760.33,1,Unknown,13,2,2,2,1,0,0,1993,12740.0,No
1399,35,No,Travel Rarely,248.031746031746,Sales,26,1,Life Sciences,1400,4,Female,3,1,Sales Representative,3,Unknown,2003.33,5208.67,1,No,13,1,1,3,1,0,0,1988,24040.0,Sí
1400,24,Yes,Travel Frequently,290.03550973654063,Research & Development,9,3,Unknown,1401,2,Female,3,1,Laboratory Technician,1,Unknown,2342.59,6090.75,2,Unknown,11,3,0,2,0,0,0,1999,28111.13,No
1401,24,No,Unknown,209.75396825396828,Sales,13,2,Unknown,1402,4,Male,3,1,Sales Representative,2,Married,4492.84,4404.83,1,Unknown,13,3,1,2,1,0,0,1999,20330.0,Sí
1402,28,Yes,Unknown,264.23015873015873,Research & Development,2,2,Medical,1403,3,Female,2,1,Laboratory Technician,1,Single,4492.84,5548.83,7,No,11,3,0,2,0,0,0,1995,25610.0,Sí
